libvisual 0.4.0-8
libvorbis 1.3.7-3
libvpx 1.12.0-1
libvterm 0.2-1
libvterm01 0.1.4-2
libwacom 2.3.0-1
libwebp 1.2.3-1
libwmf 0.2.12-2
libwnck3 40.1-1
libwpe 1.12.2-1
libx11 1.8.1-3
libxau 1.0.9-4
libxaw 1.0.14-1
libxcb 1.15-1
libxcomposite 0.4.5-4
libxcrypt 4.4.28-2
libxcrypt-compat 4.4.28-2
libxcursor 1.2.1-1
libxcvt 0.1.1-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfce4ui 4.16.1-1
libxfce4util 4.16.0-1
libxfixes 6.0.0-1
libxfont2 2.0.5-1
libxft 2.3.4-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxklavier 5.4-3
libxml2 2.9.14-1
libxmlb 0.3.9-1
libxmu 1.1.3-3
libxnvctrl 515.65.01-1
libxpm 3.5.13-3
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxres 1.2.1-1
libxshmfence 1.3-3
libxslt 1.1.35-1
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxxf86vm 1.1.4-5
libyaml 0.2.5-1
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
licenses 20220125-1
lilv 0.24.14-2
linux 5.18.16.arch1-1
linux-api-headers 5.18.15-1
linux-firmware 20220708.be7798e-1
linux-firmware-whence 20220708.be7798e-1
linux-headers 5.18.16.arch1-1
linux-zen 5.18.16.zen1-1
lld 14.0.6-1
llvm 14.0.6-3
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
log4cplus 2.0.8-1
lokalize 22.04.3-1
lolcat 100.0.1-1
love 11.4-1
lsb-release 2.0.r48.3cf5103-1
lshw B.02.19.2-4
lsof 4.95.0-1
lua 5.4.4-1
lua52 5.2.4-5
luajit 2.1.0.beta3.r431.g5677985d-1
luit 20220111-1
lv2 1.18.6-1
lvm2 2.03.16-1
lxappearance 0.6.3-4
ly 0.5.3-0
lz4 1:1.9.3-2
lzo 2.10-3
m4 1.4.19-1
magicavoxel 0.99.6.4.r20210925-1
mailcap 2.1.53-1
mailcommon 22.04.3-1
mailimporter 22.04.3-1
make 4.3-3
malcontent 0.10.4-1
mallard-ducktype 1.0.2-8
man-db 2.10.2-1
mariadb 10.8.3-1
mariadb-clients 10.8.3-1
mariadb-libs 10.8.3-1
markdownpart 22.04.3-1
mbedtls 2.28.0-1
mbox-importer 22.04.3-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
mesa 22.1.4-1
mesa-demos 8.5.0-2
mesa-utils 8.5.0-2
mesa-vdpau 22.1.4-1
meson 0.63.0-1
messagelib 22.04.3-1
metis 5.1.0.p10-2
micro 2.0.11-2
milou 5.25.4-1
minecraft-launcher 928-1
mingw-w64-binutils 2.38-3
mingw-w64-crt 10.0.0-1
mingw-w64-gcc 12.1.0-1
mingw-w64-headers 10.0.0-1
mingw-w64-winpthreads 10.0.0-1
minizip 1:1.2.12-2
mkinitcpio 31-3
mkinitcpio-busybox 1.35.0-1
mlocate 0.26.git.20170220-7
mlt 7.8.0-1
mobile-broadband-provider-info 20220725-1
modemmanager 1.18.10-2
modemmanager-qt 5.96.0-1
mongodb-bin 5.0.8-1
mongodb-compass 1.31.3-1
mongodb-tools 1:4.2.18_rc0-1
mongosh-bin 1.4.2-2
mono 6.12.0.177-1
mono-msbuild 16.10.1.xamarinxplat.2021.05.26.14.00-2
moreutils 0.67-2
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
mpv 1:0.34.1-5
msgpack-c 4.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.40-1
mujs 1.2.0-2
multipath-tools 0.9.0-1
mupen64plus 2.5-21
mypaint-brushes1 1.3.1-1
nano 6.3-1
nasm 2.15.05-1
ncspot 0.9.8-1
ncurses 6.3-3
ndctl 73-1
neofetch 7.1.0-2
neon 0.32.2-1
neovide 0.9.0-3
neovim 0.7.2-3
nerd-fonts-complete 2.1.0-8
net-snmp 5.9.1-4
net-tools 2.10-1
netpbm 10.73.37-1
netstandard-targeting-pack 6.0.6.sdk106-1
nettle 3.8-1
networkmanager 1.38.2-2
networkmanager-qt 5.96.0-1
ninja 1.11.0-1
nitrogen 1.6.1-4
nlohmann-json 3.11.1-1
nlopt 2.7.1-3
node-gyp 9.1.0-1
nodejs-lts-gallium 16.16.0-1
nodejs-nopt 5.0.0-2
nordvpn-bin 3.14.1-1
noto-fonts 20220607-1
npm 8.16.0-1
npth 1.6-3
nspr 4.34-1
nss 3.81-1
ntfs-3g 2022.5.17-1
numactl 2.0.14-3
oath-toolkit 2.6.7-1
obs-studio 27.2.4-2
onefetch 2.12.0-1
oniguruma 6.9.8-1
openal 1.22.2-1
openbsd-netcat 1.218_5-1
opencollada 1:1.6.68-2
opencolorio 2.1.2-1
opencore-amr 0.1.6-1
opendoas 6.8.2-1
openexr 3.1.5-1
openimagedenoise 1.4.3-1
openimageio 2.3.16.0-2
openjpeg2 2.5.0-1
openmpi 4.1.4-1
openpmix 4.1.2-1
openshadinglanguage 1.11.17.0-4
openssh 9.0p1-1
openssl 1.1.1.q-1
opensubdiv 3.4.4-11
openvdb 9.1.0-1
openxr 1.0.24-1
opus 1.3.1-3
orc 0.4.32-1
os-prober 1.80-1
osinfo-db 20220727-1
ostree 2022.5-2
oxygen 5.25.4-1
oxygen-sounds 5.25.4-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
pacman 6.0.1-7
pacman-contrib 1.6.0-1
pacman-mirrorlist 20220724-1
pacmixer 0.6.3-4
pahole 1.23-1
pam 1.5.2-1
pambase 20211210-1
pango 1:1.50.8-1
pangomm 2.46.2-1
parsec-bin 150_28-3
parted 3.5-1
partitionmanager 22.04.3-1
patch 2.7.6-8
pciutils 3.8.0-2
pcre 8.45-1
pcre2 10.40-1
pcsclite 1.9.8-1
pencil2d 0.6.6-1
perl 5.36.0-1
perl-algorithm-diff 1:1.201-3
perl-class-method-modifiers 2.13-3
perl-clone 0.45-4
perl-data-optlist 0.112-2
perl-devel-globaldestruction 0.14-8
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-file-listing 6.15-2
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-import-into 1.002005-8
perl-inc-latest 0.500-9
perl-io-html 1.004-3
perl-io-tty 1.16-3
perl-ipc-run 20200505.0-1
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-module-build 0.4231-7
perl-module-runtime 0.016-2
perl-moo 2.005004-3
perl-net-http 6.22-2
perl-parallel-forkmanager 2.02-4
perl-params-util 1.102-3
perl-parse-yapp 1.21-5
perl-regexp-common 2017060201-5
perl-role-tiny 2.002004-3
perl-sub-exporter 0.988-2
perl-sub-exporter-progressive 0.001013-8
perl-sub-install 0.928-8
perl-sub-quote 1:2.006_007-2
perl-time-duration 1:1.21-1
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-parser 2.46-4
phodav 2.5-2
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
php 8.1.8-1
php-apache 8.1.8-1
picom-ibhagwan-git 1578_Next.297.gc4107bb_2021.11.03-1
pim-data-exporter 22.04.3-1
pim-sieve-editor 22.04.3-1
pimcommon 22.04.3-1
pinentry 1.2.0-1
pipewire 1:0.3.56-1
pipewire-media-session 1:0.4.1-2
pixman 0.40.0-2
pkgconf 1.8.0-1
plasma-browser-integration 5.25.4-1
plasma-desktop 5.25.4-1
plasma-disks 5.25.4-1
plasma-firewall 5.25.4-1
plasma-framework 5.96.0-1
plasma-integration 5.25.4-1
plasma-nm 5.25.4-1
plasma-pa 5.25.4-1
plasma-sdk 5.25.4-1
plasma-systemmonitor 5.25.4-1
plasma-thunderbolt 5.25.4-1
plasma-vault 5.25.4-1
plasma-workspace 5.25.4-1
plasma-workspace-wallpapers 5.25.4-1
polkit 121-1
polkit-kde-agent 5.25.4-1
polkit-qt5 0.114.0-1
polybar 3.6.3-2
poppler 22.07.0-1
poppler-data 0.4.11-1
poppler-glib 22.07.0-1
poppler-qt5 22.07.0-1
popt 1.18-3
potrace 1.16-2
powerdevil 5.25.4-1
powerline 2.8.2-4
powerline-common 2.8.2-4
powerline-fonts 2.8.2-4
poxml 22.04.3-1
ppp 2.4.9-1
prettier 2.7.1-1
print-manager 22.04.3-1
prison 5.96.0-2
procps-ng 3.3.17-1
protobuf 21.4-1
protobuf-c 1.4.1-1
proton-ge-custom-bin 1:GE_Proton7_20-1
prusa-slicer 2.4.2-7
psmisc 23.5-1
ptex 2.4.1-3
pugixml 1.12.1-1
pulseaudio 16.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-1
pulseaudio-qt 1.3-1
purpose 5.96.0-1
pybind11 2.10.0-1
pystring 1.1.3.git1-1
python 3.10.5-2
python-acme 1.29.0-1
python-anytree 2.8.0-5
python-appdirs 1.4.4-6
python-babel 2.10.3-1
python-beaker 1.11.0-8
python-cachecontrol 1:0.12.6-4
python-cairo 1.21.0-1
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-click 8.1.3-1
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-configargparse 1.5-3
python-configobj 5.0.6.r110.g3e2f4cc-3
python-contextlib2 21.6.0-1
python-cryptography 37.0.4-1
python-decorator 5.1.1-1
python-distlib 0.3.5-1
python-distro 1.7.0-1
python-dnspython 1:2.2.1-1
python-docutils 1:0.19-1
python-filelock 3.6.0-1
python-future 0.18.2-7
python-gobject 3.42.2-1
python-gpgme 1.17.1-1
python-html5lib 1.1-11
python-idna 3.3-4
python-imagesize 1.4.1-1
python-importlib-metadata 4.8.1-3
python-jaraco.context 4.1.1-2
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.8.1-1
python-jinja 1:3.1.2-2
python-josepy 1.13.0-2
python-lxml 4.9.1-1
python-mako 1.1.6-3
python-markdown 3.4.1-1
python-markupsafe 2.1.1-1
python-more-itertools 8.13.0-2
python-msgpack 1.0.3-1
python-natsort 8.1.0-1
python-nspektr 0.4.0-1
python-numpy 1.23.1-1
python-ordered-set 4.0.2-6
python-packaging 21.3-1
python-parsedatetime 2.6-5
python-pep517 0.12.0-4
python-pip 22.2.2-1
python-platformdirs 2.5.2-1
python-ply 3.11-10
python-powerline 2.8.2-4
python-progress 1.6-5
python-psutil 5.9.1-1
python-pyalsa 1.2.7-1
python-pycparser 2.21-3
python-pyelftools 0.28-1
python-pygments 2.12.0-1
python-pyopenssl 22.0.0-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pyrfc3339 1.1-9
python-pyserial 3.5-4
python-pysocks 1.7.1-7
python-pyte 0.8.1-1
python-pytz 2022.1-1
python-requests 2.28.1-1
python-requests-toolbelt 0.9.1-7
python-resolvelib 0.8.1-1
python-retrying 1.3.3-13
python-rich 12.5.1-1
python-setuptools 1:61.3.1-1
python-six 1.16.0-5
python-snowballstemmer 2.2.0-3
python-sphinx 5.1.1-1
python-sphinx-alabaster-theme 0.7.12-9
python-sphinx_rtd_theme 1.0.0-5
python-sphinxcontrib-applehelp 1.0.2-8
python-sphinxcontrib-devhelp 1.0.2-8
python-sphinxcontrib-htmlhelp 2.0.0-3
python-sphinxcontrib-jsmath 1.0.1-11
python-sphinxcontrib-qthelp 1.0.3-8
python-sphinxcontrib-serializinghtml 1.1.5-3
python-tenacity 8.0.1-3
python-toml 0.10.2-7
python-tomli 2.0.1-1
python-trove-classifiers 2022.7.22-1
python-typing_extensions 4.2.0-1
python-urllib3 1.26.9-1
python-urwid 2.1.2-3
python-validate-pyproject 0.9-1
python-virtualenv 20.11.0-1
python-wcwidth 0.2.5-6
python-webencodings 0.5.1-9
python-wxpython 1:4.1.1-3
python-zipp 3.8.1-1
python-zope-component 5.0.1-3
python-zope-deferredimport 4.4-1
python-zope-deprecation 4.4.0-7
python-zope-event 4.5.0-6
python-zope-hookable 5.1.0-3
python-zope-interface 5.4.0-4
python-zope-proxy 4.5.0-3
python-zstandard 0.18.0-1
python2 2.7.18-5
python2-wxpython3 3.0.2.0-3
qbittorrent 4.4.3.1-3
qca-qt5 2.3.4-3
qcustomplot 2.1.0-1
qemu-audio-alsa 7.0.0-10
qemu-audio-dbus 7.0.0-10
qemu-audio-jack 7.0.0-10
qemu-audio-oss 7.0.0-10
qemu-audio-pa 7.0.0-10
qemu-audio-sdl 7.0.0-10
qemu-audio-spice 7.0.0-10
qemu-block-curl 7.0.0-10
qemu-block-dmg 7.0.0-10
qemu-block-nfs 7.0.0-10
qemu-block-ssh 7.0.0-10
qemu-chardev-spice 7.0.0-10
qemu-common 7.0.0-10
qemu-desktop 7.0.0-10
qemu-emulators-full 7.0.0-10
qemu-hw-display-qxl 7.0.0-10
qemu-hw-display-virtio-gpu 7.0.0-10
qemu-hw-display-virtio-gpu-gl 7.0.0-10
qemu-hw-display-virtio-gpu-pci 7.0.0-10
qemu-hw-display-virtio-gpu-pci-gl 7.0.0-10
qemu-hw-display-virtio-vga 7.0.0-10
qemu-hw-display-virtio-vga-gl 7.0.0-10
qemu-hw-s390x-virtio-gpu-ccw 7.0.0-10
qemu-hw-usb-host 7.0.0-10
qemu-hw-usb-redirect 7.0.0-10
qemu-hw-usb-smartcard 7.0.0-10
qemu-img 7.0.0-10
qemu-pr-helper 7.0.0-10
qemu-system-aarch64 7.0.0-10
qemu-system-alpha 7.0.0-10
qemu-system-arm 7.0.0-10
qemu-system-avr 7.0.0-10
qemu-system-cris 7.0.0-10
qemu-system-hppa 7.0.0-10
qemu-system-m68k 7.0.0-10
qemu-system-microblaze 7.0.0-10
qemu-system-mips 7.0.0-10
qemu-system-nios2 7.0.0-10
qemu-system-or1k 7.0.0-10
qemu-system-ppc 7.0.0-10
qemu-system-riscv 7.0.0-10
qemu-system-rx 7.0.0-10
qemu-system-s390x 7.0.0-10
qemu-system-sh4 7.0.0-10
qemu-system-sparc 7.0.0-10
qemu-system-tricore 7.0.0-10
qemu-system-x86 7.0.0-10
qemu-system-xtensa 7.0.0-10
qemu-tools 7.0.0-10
qemu-ui-curses 7.0.0-10
qemu-ui-dbus 7.0.0-10
qemu-ui-egl-headless 7.0.0-10
qemu-ui-gtk 7.0.0-10
qemu-ui-opengl 7.0.0-10
qemu-ui-sdl 7.0.0-10
qemu-ui-spice-app 7.0.0-10
qemu-ui-spice-core 7.0.0-10
qemu-user 7.0.0-10
qemu-vhost-user-gpu 7.0.0-10
qemu-virtiofsd 7.0.0-10
qgpgme 1.17.1-1
qhexedit2 0.8.9-1
qhull 2020.2-4
qqc2-desktop-style 5.96.0-1
qrencode 4.1.1-1
qscintilla-qt5 2.13.3-1
qt-gstreamer 1.2.0-4
qt5-base 5.15.5+kde+r174-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-networkauth 5.15.5+kde+r0-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r5-1
qt5-script 5.15.10-2
qt5-sensors 5.15.5+kde+r0-1
qt5-speech 5.15.5+kde+r1-1
qt5-styleplugins 5.0.0.20170311-28
qt5-svg 5.15.5+kde+r11-1
qt5-tools 5.15.5+kde+r1-3
qt5-translations 5.15.5+kde+r2-1
qt5-wayland 5.15.5+kde+r38-3
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-websockets-git 6.2.2.r12.ge7883bc-1
qt5-x11extras 5.15.5+kde+r0-1
qt5-xmlpatterns 5.15.5+kde+r0-1
qt6-base 6.3.1-1
qt6-svg 6.3.1-1
qt6-translations 6.3.1-1
qtkeychain-qt5 0.13.2-1
quazip-qt5 1.3-1
rapidjson 1.1.0-5
rar 6.12.0-1
rav1e 0.4.1-2
re2 1:20220601-1
readline 8.1.002-1
remmina 1:1.4.27-1
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rnnoise 0.4.1-1
robin-map 0.6.3-1
rofi 1.7.3-1
rsync 3.2.4-1
rtkit 0.13-2
rubberband 3.0.0-2
ruby 3.0.4-2
ruby-atk 3.5.1-1
ruby-bundledgems 3.0.4-2
ruby-bundler 2.3.18-1
ruby-cairo 1.17.5-7
ruby-cairo-gobject 3.5.1-1
ruby-diff-lcs 1.5.0-1
ruby-gdk_pixbuf2 3.5.1-1
ruby-gio2 3.5.1-1
ruby-glib2 3.5.1-1
ruby-gobject-introspection 3.5.1-1
ruby-gtk2 3.4.3-2
ruby-irb 1.4.1-1
ruby-json 2.6.2-1
ruby-manpages 0.6.1-4
ruby-minitest 5.15.0-1
ruby-native-package-installer 1.1.4-1
ruby-optimist 3.0.1-2
ruby-paint 2.2.1-2
ruby-pango 3.5.1-1
ruby-pkg-config 1.4.7-1
ruby-power_assert 2.0.1-1
ruby-psych 4.0.4-2
ruby-rainbow 3.1.1-1
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-2
ruby-red-colors 0.3.0-1
ruby-reline 0.3.1-1
ruby-rexml 3.2.5-1
ruby-rspec 3.11.0-1
ruby-rspec-core 3.11.0-1
ruby-rspec-expectations 3.11.0-1
ruby-rspec-mocks 3.11.1-1
ruby-rspec-support 3.11.0-1
ruby-stdlib 3.0.4-2
ruby-stringio 3.0.2-1
ruby-term-ansicolor 1.7.1-2
ruby-test-unit 3.5.3-1
ruby-tins 1.31.0-1
rubygems 3.3.15-1
run-parts 5.5-1
rustup 1.25.1-1
samba 4.16.4-2
sane 1.1.1-1
sbc 2.0-1
scanmem 0.17-6
scons 4.3.0-3
screen 4.9.0-1
sddm 0.19.0-8
sdl12-compat 1.2.52-2
sdl2 2.0.22-2
sdl2_image 2.6.1-1
seabios 1.16.0-1
sed 4.8-1
semver 7.3.7-1
serd 0.30.14-1
setconf 0.7.7-2
shaderc 2022.1-4
shadow 4.11.1-1
shared-color-targets 0.1.7-3
shared-mime-info 2.0+144+g13695c7-1
signon-kwallet-extension 22.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
siji-ng 1.2-1
simplescreenrecorder 0.4.4-1
skanlite 22.04.3-1
sl 5.05-3
slang 2.3.2-2
smartmontools 7.3-1
smbclient 4.16.4-2
snappy 1.1.9-2
sndio 1.9.0-1
socat 1.7.4.3-1
sof-firmware 2.2-1
solid 5.96.0-1
sonnet 5.96.0-1
sord 0.16.12-3
sound-theme-freedesktop 0.8-5
source-highlight 3.1.9-8
spandsp 0.0.6-3
spectacle 22.04.3-1
speedometer 2.9-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.0-1
spice-gtk 0.41-2
spirv-headers 1:1.3.216.0-1
spirv-tools 2022.1-1
spotify 1:1.1.84.716-1
spotify-tui 0.25.0-2
sqlcipher 4.5.1-2
sqlite 3.39.1-1
sqlitebrowser 3.12.2-2
sratom 0.6.12-1
srt 1.5.0-1
startup-notification 0.12-7
steam 1.0.0.74-1
stylua 0.14.2-1
sudo 1.9.11.p3-1
suitesparse 5.12.0-1
svgpart 22.04.3-1
svt-av1 1.1.0-1
sxhkd 0.6.2-2
syndication 5.96.0-1
syntax-highlighting 5.96.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 251.3-1
systemd-libs 251.3-1
systemd-sysvcompat 251.3-1
systemsettings 5.25.4-1
taglib 1.12-1
talloc 2.3.4-1
tar 1.34-1
tbb 2021.5.0-2
tcl 8.6.12-3
tcpdump 4.99.1-1
tdb 1.4.7-1
telepathy-accounts-signon 2.1-2
telepathy-farstream 0.6.2-7
telepathy-glib 0.24.2-2
telepathy-kde-accounts-kcm 22.04.3-1
telepathy-kde-approver 22.04.3-1
telepathy-kde-auth-handler 22.04.3-1
telepathy-kde-call-ui 22.04.3-1
telepathy-kde-common-internals 22.04.3-1
telepathy-kde-contact-list 22.04.3-1
telepathy-kde-contact-runner 22.04.3-1
telepathy-kde-desktop-applets 22.04.3-1
telepathy-kde-filetransfer-handler 22.04.3-1
telepathy-kde-integration-module 22.04.3-1
telepathy-kde-send-file 22.04.3-1
telepathy-kde-text-ui 22.04.3-1
telepathy-logger 0.8.2-5
telepathy-logger-qt 17.09.0-1
telepathy-mission-control 5.16.6-2
telepathy-qt 0.9.8-2
tevent 1:0.13.0-1
texinfo 6.8-2
thefuck 3.32-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.96.0-1
timeshift 21.09.1-4
tinyxml 2.6.2-9
tmux 3.3_a-2
tor 0.4.7.8-1
torbrowser-launcher 0.3.5-4
tpm2-tss 3.2.0-1
tracker3 3.3.2-1
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-font-awesome-4 4.7.0-5
ttf-hack 3.003-3
ttf-liberation 2.1.5-1
ttf-symbola 13.00-8
twolame 0.4.0-2
tzdata 2022a-1
uchardet 0.0.7-1
udisks2 2.9.4-1
ufw 0.36.1-1
unetbootin 702-1
unibilium 2.1.1-1
unityhub-beta 3.1.0beta.1-1
unzip 6.0-18
upower 0.99.20-1
usbmuxd 1.1.1-1
usbredir 0.12.0-1
usbutils 014-2
uthash 2.3.0-1
util-linux 2.38-1
util-linux-libs 2.38-1
v4l-utils 1.22.1-1
v4l2loopback-dkms 0.12.5-2
vala 0.56.2-1
vde2 2.3.3-1
ventoy-bin 1.0.74-1
vi 1:070224-5
vid.stab 1.1-3
vim 9.0.0135-1
vim-runtime 9.0.0135-1
virglrenderer 0.9.1-1
virt-install 4.0.0-1
virt-manager 4.0.0-1
virt-viewer 11.0-1
virtualbox 6.1.36-1
virtualbox-host-modules-arch 6.1.36-8
vlc 3.0.17.4-7
vmaf 2.3.1-1
vmware-keymaps 1.0-3
vmware-workstation 16.2.3-2
volume_key 0.3.12-7
vte-common 0.68.0-2
vte3 0.68.0-2
vulkan-headers 1:1.3.221-1
vulkan-icd-loader 1.3.221-1
vulkan-tools 1.3.217-1
wavpack 5.5.0-1
wayland 1.21.0-1
wayland-protocols 1.26-1
wayland-utils 1.0.0-2
webkit2gtk 2.36.5-2
webkit2gtk-4.1 2.36.5-2
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
wine 7.14-1
winetricks 20220411-1
wireless_tools 30.pre9-3
wireshark-cli 3.6.7-1
wireshark-qt 3.6.7-1
wmctrl 1.07-6
woff2 1.0.2-4
wol-systemd 20210121-2
wolfssl 5.3.0-1
wpa_supplicant 2:2.10-4
wpebackend-fdo 1.12.0-2
wxwidgets-common 3.2.0-4
wxwidgets-gtk3 3.2.0-4
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.19-2
xapp 2.2.14-1
xbindkeys 1.8.7-3
xbitmaps 1.1.2-3
xboxdrv 0.8.8-7
xbyak-git 6.00.r14.g47cf85f-1
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.14.6-1
xdg-desktop-portal-kde 5.25.4-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+21+g1a58bc2-1
xdotool 3.20211022.1-1
xerces-c 3.2.3-6
xf86-input-libinput 1.2.1-1
xf86-input-wacom 1.1.0-1
xf86-video-ati 1:19.1.0.r9.g5eba006e-2
xf86-video-vesa 2.5.0-3
xfce4-panel 4.16.4-1
xfconf 4.16.0-2
xfsprogs 5.18.0-1
xkeyboard-config 2.36-2
xmlsec 1.2.34-1
xmlto 0.0.28-4
xorg-bdftopcf 1.1-3
xorg-docs 1.7.2-1
xorg-font-util 1.3.3-1
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.6-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-server-devel 21.1.4-1
xorg-server-xephyr 21.1.4-1
xorg-server-xnest 21.1.4-1
xorg-server-xvfb 21.1.4-1
xorg-sessreg 1.1.2-3
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.6-4
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-3
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.7-3
xorg-xdpyinfo 1.3.3-4
xorg-xdriinfo 1.0.6-3
xorg-xev 1.2.5-1
xorg-xgamma 1.0.6-4
xorg-xhost 1.0.8-3
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-4
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.5-3
xorg-xlsatoms 1.1.3-3
xorg-xlsclients 1.1.4-3
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xvinfo 1.1.4-3
xorg-xwayland 22.1.3-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-3
xorg-xwud 1.0.6-1
xorgproto 2022.1-1
xsel 1.2.0.20200527-1
xterm 372-2
xuserrun-git r6.de60127-1
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-3
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yarn 1.22.19-1
yasm 1.3.0-5
yay 11.1.2-1
yelp-tools 42.0-1
yelp-xsl 42.0-1
youtube-dl 2021.12.17-1
yt-dlp 2022.07.18-1
zenity 3.43.0-1
zeroconf-ioslave 22.04.3-1
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zita-alsa-pcmi 0.5.1-1
zita-resampler 1.8.0-1
zlib 1:1.2.12-2
zsh 5.9-1
zstd 1.5.2-7
zxing-cpp 1.4.0-1
zydis 3.2.1-1
